"Content type";"Record Number";Acronym;Title;ID;Teaser;Programme;"Start date";"End date";Language;"Available languages";"Last updated";URL
project;94554;FOODRISC;"Food Risk Communication. Perceptions and communication of food risks/benefits across Europe: development of effective communication strategies";245124;"FoodRisC will characterise key configurations of food risk/benefit relationships and the consequent implications for risk communicators, make recommendations about the unique potential of new social media (e.g. social networks and blogging) and provide a systematic understand...";FP7-KBBE;2010-06-01;2013-10-31;en;en;"2017-11-20 13:15:53";https://cordis.europa.eu/project/rcn/94554_en.html
project;93672;FLORINASH;"The role of intestinal microflora in non-alcoholic fatty liver disease (NAFLD)";241913;"As worldwide metabolic disease pandemics rise relentlessly with their concomitant clinical complications such as non alcoholic fatty liver disease, FLORINASH proposes an innovative research concept to address the role of intestinal microfloral activity in the pathogenesis of ...";FP7-HEALTH;2010-01-01;2014-12-31;en;en;"2017-05-25 22:26:27";https://cordis.europa.eu/project/rcn/93672_en.html
project;96688;"FIT FOR HEALTH";"Promoting participation of high-tech research-intensive SMEs in Health";260748;"Fit for Health aims to sustainably enhance the participation of European small or medium-sized enterprises (SMEs) in Calls for the FP7 Health Theme. Focusing on research-intensive, high technology SMEs, the project offers targeted support measures, covering the entire innovat...";FP7-HEALTH;2010-10-01;2013-09-30;en;en;"2017-05-26 01:34:35";https://cordis.europa.eu/project/rcn/96688_en.html
project;97710;SCR&TOX;"Stem Cells for Relevant Efficient Extended and Normalized Toxicology";266753;"In the development of products for use by humans it is vital to identify compounds with toxic properties at an early stage of their development, to avoid spending time and resource on unsuitable and potentially unsafe candidate products. Human pluripotent stem cell lines offe...";FP7-HEALTH;2011-01-01;2015-12-31;en;en;"2017-06-12 09:22:30";https://cordis.europa.eu/project/rcn/97710_en.html
project;94440;TARGETINGGENETHERAPY;"Towards Safe and Effective Hematopoietic Stem Cell Gene Therapy: Targeting Integration to Genomic Safe Harbors and Exploiting Endogenous microRNA to Regulate Transgene Expression";249845;"Hematopoietic stem cell gene therapy has a tremendous potential to treat human disease. Yet, in conjunction with the first successful results in the clinic, severe adverse events linked to the gene transfer protocol were reported. Recently, we provided proof-of-principle of t...";FP7-IDEAS-ERC;2010-05-01;2016-01-31;en;en;"2017-05-29 19:46:58";https://cordis.europa.eu/project/rcn/94440_en.html
project;108234;SEQ-CYTOTOX;"Next generation sequencing for detection of human primary immunodeficiency syndromes characterized by impaired cytotoxic lymphocyte function";311335;"Human primary immunodeficiencies affecting cytotoxic lymphocyte function are associated with high morbidity and mortality. They often present as hyperinflammatory syndromes triggered by viral infections, hematological malignancies, or systemic autoimmunity. Although recent ad...";FP7-IDEAS-ERC;2013-05-01;2018-04-30;en;en;"2018-01-22 09:08:10";https://cordis.europa.eu/project/rcn/108234_en.html
project;90138;BIOPOL;"Assessment of biorefinery concepts and the implications for agricultural and forestry policy";44336;"The tent of the call FP6-2005-SSP-5A (Task 28), as well as wider societal and policy objectives for the NMP priority, form the strategic foundation for BIOPOL. In this text, sustainable management of Europe's natural resources and their integration with human activities, speci...";FP6-FOOD;2007-03-01;2009-04-30;en;en;"2013-03-26 00:00:00";https://cordis.europa.eu/project/rcn/90138_en.html
project;86284;"SMES GO HEALTH";"Supporting SME-academia collaboration in the area of biomedical research in FP7 through efficient matching facilities and tailor-made information with special focus on NMS and ACC";37292;"SMEs go Health is designed to support SMEs and academic researchers in the 7th EU-Framework Programme (FP7) in order to foster trans-European RTD collaboration. SMEs and researchers shall be encouraged and trained in view of establishing joint innovative research projects by u...";FP6-LIFESCIHEALTH;2007-02-01;2010-01-31;en;en;"2013-03-26 00:00:00";https://cordis.europa.eu/project/rcn/86284_en.html
project;78430;THERADPOX;"Optimised and novel oncolytic adenoviruses and pox viruses in the treatment of cancer: Virotherapy combined with molecular chemotherapy";18700;"Cancer is today the second cause of disease-induced mortality worldwide. Among innovative treatments for cancer, virotherapy holds great promise. Virotherapy exploits an intrinsic feature of the lifecycle of oncolytic viruses (OVs): replication and spreading exclusively in tum...";FP6-LIFESCIHEALTH;2005-12-01;2008-11-30;en;en;"2013-03-26 00:00:00";https://cordis.europa.eu/project/rcn/78430_en.html
project;54576;EUROGLYCAN;"A systematic approach towards the understanding, diagnosis and treatment of cdgs, a novel group of inborn metabolic disorders caused by defects of glycosylation";QLG1-CT-2000-00047;"EUROGLYCAN will focus on a novel group of rare metabolic diseases caused by defects in protein glycosylation. The defects result in mental retardation, severe disease and physical handicap. Our major aims are to :
1) develop effective tools and promote early diagnosis;
2) coll...";"FP5-LIFE QUALITY";2000-10-01;2003-09-30;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/54576_en.html
project;106438;ELENA;"Electrochemical LEctin and glycan biochips integrated with NAnostructures";311532;"""Glycomics is currently one of the most progressively evolving scientific fields due to ever growing evidence glycans (sugars) are involved in many aspects of cell physiology and pathology. Glycans are information-rich molecules responsible for sophisticated storage and codin...";FP7-IDEAS-ERC;2013-01-01;2017-12-31;en;en;"2015-03-11 04:12:16";https://cordis.europa.eu/project/rcn/106438_en.html
project;54026;;"Disseminating the results of eu food research programmes to small and medium sized food industries, health professionals and consumer groups through a 24 - country interactive network system";QLK1-CT-2000-00040;"Our main objective is to promote innovation in the food sector in Europe and Eastern European countries through the interactive dissemination of RTD results to three target groups: SMEs, Health Professionals and Consumer Groups. Results issued in a user-friendly way will be se...";"FP5-LIFE QUALITY";2001-01-01;2003-12-31;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/54026_en.html
project;72560;"DECKER LAURENCE";"The role of lipid rafts as signalling platforms in oligodendrocytes";QLG1-CT-2001-51918;"Integrins, receptors for the molecules of the ELM, are expressed by oligodendrocytes, the myelin-forming cells of the CNS. I will use biochemical and cell culture techniques to analyse the involvement of lipid rafts in integrin-mediated survival signalling during neural develo...";"FP5-LIFE QUALITY";2002-06-18;2004-06-17;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/72560_en.html
project;72692;"INTEGR EUFEPS CONGRE";"Eufeps 2002: new safe medicines faster. an integrated congress";QLK3-CT-2002-30227;"A strong scientific programme is essential for any congress. To attract modern, hard working you researchers from academia, and from She's, it is also necessary to integrate and offer para-scientificevents. In Afternoon Special Sessions, industrial collaboration, patenting, et...";"FP5-LIFE QUALITY";2002-07-01;2002-12-31;en;en;"2005-04-12 00:00:00";https://cordis.europa.eu/project/rcn/72692_en.html
project;71164;DOC@HAND;"Knowledge sharing and decision support for healthcare professionals";508015;"In a scenario where the Healthcare industry tends to rapid decentralization, with multiple actors involved in the care delivery processes, the importance for professionals to collaborate, access and share data and knowledge becomes more and more stringent.

The aim Doc@Hand is...";FP6-IST;2004-01-01;2006-12-31;en;en;"2007-12-10 00:00:00";https://cordis.europa.eu/project/rcn/71164_en.html
project;58092;CHARM;"Comprehensive Health Assistance and Resource Management";IST-2000-25389;"CHARM takes Regional Health Care Social Service Networks into a new age demonstrating telematic services for citizens, healthcare professionals and social workers on an unprecedented scale and integration level. CHARM brings together private and public enterprises, health and ...";FP5-IST;2001-01-01;2003-02-28;en;en;"2005-06-13 00:00:00";https://cordis.europa.eu/project/rcn/58092_en.html
project;52632;IS4ALL;"Information Society for All";IST-1999-14101;"Universal access postulates the design of products or services that are accessible, usable and ultimately acceptable by potentially everyone, everywhere and at any time. IS4ALL will establish a Working Group for the advancement of the practice of universal access in one critic...";FP5-IST;2000-10-01;2003-09-30;en;en;"2005-06-13 00:00:00";https://cordis.europa.eu/project/rcn/52632_en.html
project;79500;@neurIST;"INTEGRATED BIOMEDICAL INFORMATICS FOR THE MANAGEMENT OF CEREBRAL ANEURYSMS";027703;"@neurIST will develop an IT infrastructure for the management of heterogeneous data associated with the diagnosis and treatment of cerebral aneurysms. Data spans all length scales, from molecular, through cellular to tissue, organ and patient representations. Data are also he...";FP6-IST;2006-01-01;2010-03-31;en;en;"2016-04-11 16:36:41";https://cordis.europa.eu/project/rcn/79500_en.html
project;75686;MYORES;"Multi-organismic approach to study normal and aberrant muscle development, function and repair";511978;"In Europe over 300.000 people are affected by muscular dystrophies whilst the majority of the aged population are affected by muscle degeneration leading to decreased mobility and loss of independence. This has severe consequences at both a personal and ec onomic level. The ai...";FP6-LIFESCIHEALTH;2005-01-01;2010-06-30;en;en;"2010-07-05 10:11:24";https://cordis.europa.eu/project/rcn/75686_en.html
project;43532;;"Clinical introduction of cellular extracorporeal hepatocyte support therapy in the treatment of chronic liver disease";BMH4983399;"Brief description : The concept of operation is to work on the basis of an established project, using already developed technology and device prototypes. Research or technological development is not required.
The Project brings together the expertise of clinicians, bioengineer...";"FP4-BIOMED 2";1998-05-01;2001-04-30;en;en;"2002-11-18 00:00:00";https://cordis.europa.eu/project/rcn/43532_en.html
project;93358;SGENE;"A large scale genome-wide association study of schizophrenia addressing variation in expressivity and contribution from environmental factors";37761;"Schizophrenia (SZ) is a complex and disabling disorder that continues to exact a heavy toll not only upon those afflicted but also on relatives and on our health and welfare systems. Family history significantly increases the risk of developing the disease and evidence from ep...";FP6-LIFESCIHEALTH;2006-11-01;2010-04-30;en;en;"2013-03-26 00:00:00";https://cordis.europa.eu/project/rcn/93358_en.html
